time,y
2.26757369614512e-05,0
4.53514739229025e-05,0
6.80272108843537e-05,0
9.0702947845805e-05,0
0.000113378684807256,0
0.000136054421768707,0
0.000158730158730159,0
0.00018140589569161,0
0.000204081632653061,0
0.000226757369614512,0
0.000249433106575964,0
0.000272108843537415,0
0.000294784580498866,0
0.000317460317460317,0
0.000340136054421769,0
0.00036281179138322,1.19209289550781e-07
0.000385487528344671,4.76837158203125e-07
0.000408163265306122,3.57627868652344e-07
0.000430839002267574,4.76837158203125e-07
0.000453514739229025,4.76837158203125e-07
0.000476190476190476,4.76837158203125e-07
0.000498866213151927,4.76837158203125e-07
0.000521541950113379,4.76837158203125e-07
0.00054421768707483,4.76837158203125e-07
0.000566893424036281,4.76837158203125e-07
0.000589569160997732,4.76837158203125e-07
0.000612244897959184,4.76837158203125e-07
0.000634920634920635,4.76837158203125e-07
0.000657596371882086,4.76837158203125e-07
0.000680272108843537,4.76837158203125e-07
0.000702947845804989,4.76837158203125e-07
0.00072562358276644,4.76837158203125e-07
0.000748299319727891,4.76837158203125e-07
0.000770975056689342,4.76837158203125e-07
0.000793650793650794,4.76837158203125e-07
0.000816326530612245,4.76837158203125e-07
0.000839002267573696,4.76837158203125e-07
0.000861678004535147,4.76837158203125e-07
0.000884353741496599,4.76837158203125e-07
0.00090702947845805,4.76837158203125e-07
0.000929705215419501,4.76837158203125e-07
0.000952380952380952,4.76837158203125e-07
0.000975056689342404,4.76837158203125e-07
0.000997732426303855,4.76837158203125e-07
0.00102040816326531,4.76837158203125e-07
0.00104308390022676,4.76837158203125e-07
0.00106575963718821,4.76837158203125e-07
0.00108843537414966,4.76837158203125e-07
0.00111111111111111,4.76837158203125e-07
0.00113378684807256,4.76837158203125e-07
0.00115646258503401,4.76837158203125e-07
0.00117913832199546,4.76837158203125e-07
0.00120181405895692,4.76837158203125e-07
0.00122448979591837,4.76837158203125e-07
0.00124716553287982,4.76837158203125e-07
0.00126984126984127,4.76837158203125e-07
0.00129251700680272,4.76837158203125e-07
0.00131519274376417,4.76837158203125e-07
0.00133786848072562,4.76837158203125e-07
0.00136054421768707,4.76837158203125e-07
0.00138321995464853,4.76837158203125e-07
0.00140589569160998,4.76837158203125e-07
0.00142857142857143,4.76837158203125e-07
0.00145124716553288,4.76837158203125e-07
0.00147392290249433,4.76837158203125e-07
0.00149659863945578,4.76837158203125e-07
0.00151927437641723,4.76837158203125e-07
0.00154195011337868,4.76837158203125e-07
0.00156462585034014,4.76837158203125e-07
0.00158730158730159,4.76837158203125e-07
0.00160997732426304,4.76837158203125e-07
0.00163265306122449,4.76837158203125e-07
0.00165532879818594,4.76837158203125e-07
0.00167800453514739,4.76837158203125e-07
0.00170068027210884,4.76837158203125e-07
0.00172335600907029,4.76837158203125e-07
0.00174603174603175,4.76837158203125e-07
0.0017687074829932,4.76837158203125e-07
0.00179138321995465,4.76837158203125e-07
0.0018140589569161,4.76837158203125e-07
0.00183673469387755,4.76837158203125e-07
0.001859410430839,4.76837158203125e-07
0.00188208616780045,4.76837158203125e-07
0.0019047619047619,4.76837158203125e-07
0.00192743764172336,4.76837158203125e-07
0.00195011337868481,4.76837158203125e-07
0.00197278911564626,4.76837158203125e-07
0.00199546485260771,4.76837158203125e-07
0.00201814058956916,4.76837158203125e-07
0.00204081632653061,4.76837158203125e-07
0.00206349206349206,4.76837158203125e-07
0.00208616780045351,4.76837158203125e-07
0.00210884353741497,4.76837158203125e-07
0.00213151927437642,4.76837158203125e-07
0.00215419501133787,4.76837158203125e-07
0.00217687074829932,4.76837158203125e-07
0.00219954648526077,4.76837158203125e-07
0.00222222222222222,4.76837158203125e-07
0.00224489795918367,4.76837158203125e-07
0.00226757369614512,4.76837158203125e-07
0.00229024943310658,4.76837158203125e-07
0.00231292517006803,4.76837158203125e-07
0.00233560090702948,4.76837158203125e-07
0.00235827664399093,4.76837158203125e-07
0.00238095238095238,4.76837158203125e-07
0.00240362811791383,4.76837158203125e-07
0.00242630385487528,4.76837158203125e-07
0.00244897959183673,4.76837158203125e-07
0.00247165532879819,4.76837158203125e-07
0.00249433106575964,4.76837158203125e-07
0.00251700680272109,4.76837158203125e-07
0.00253968253968254,4.76837158203125e-07
0.00256235827664399,4.76837158203125e-07
0.00258503401360544,4.76837158203125e-07
0.00260770975056689,4.76837158203125e-07
0.00263038548752834,4.76837158203125e-07
0.0026530612244898,4.76837158203125e-07
0.00267573696145125,4.76837158203125e-07
0.0026984126984127,4.76837158203125e-07
0.00272108843537415,4.76837158203125e-07
0.0027437641723356,4.76837158203125e-07
0.00276643990929705,4.76837158203125e-07
0.0027891156462585,4.76837158203125e-07
0.00281179138321995,4.76837158203125e-07
0.00283446712018141,4.76837158203125e-07
0.00285714285714286,4.76837158203125e-07
0.00287981859410431,4.76837158203125e-07
0.00290249433106576,4.76837158203125e-07
0.00292517006802721,4.76837158203125e-07
0.00294784580498866,4.76837158203125e-07
